kabul,Extracted Email Address,URL,WAS_COMPLETE,IS_USEFUL,,,,
santiagodechile, cog.schile.info@maec.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, agredchil@oc.mde.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, chile@meyss.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, santiagodechile@comunicacion.presidencia.gob.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, santiagochile@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, recepcion.cc.chile@aecid.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, consejeria.chile@interior.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, acivil@mi.cl, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, consejeria.ar@educacion.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santiagodechile, buenosaires@magrama.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canton, buenosaires@tourspain.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canton, cog.canton@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
canton, cog.canton.vis@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
canton, cog.canton.nac@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
canton, teresa.he@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
canton, cog.canton@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
canton, cog.canton.nac@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
hongkong, cog.canton.vis@maec.es, http://www.exteriores.gob.es/Consulados/canton/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
pekin, cog.hongkong@maec.es, http://www.exteriores.gob.es/Consulados/hongkong/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
pekin, emb.pekin@maec.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
pekin, agredpek@oc.mde.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, consejeria.china@mir.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, consejeria.cn@mecd.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, pekin@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, beijing@tourspain.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, pekin@magrama.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, consejeria.pekin@mpr.es, http://www.exteriores.gob.es/Embajadas/pekin/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
pekin, cog.pekin@maec.es, http://www.exteriores.gob.es/Consulados/pekin/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
pekin, cog.pekin.vis@maec.es, http://www.exteriores.gob.es/Consulados/pekin/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
pekin, cog.pekin.nac@maec.es, http://www.exteriores.gob.es/Consulados/pekin/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
pekin, info.bjs@blshelpline.com, http://www.exteriores.gob.es/Consulados/pekin/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, ch.ulanbator@maec.es, http://www.exteriores.gob.es/Consulados/pekin/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, Cg.Shanghai@maec.es, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, cog.shanghai.nac@maec.es, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, cog.shanghai.vis@maec.es, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, shanghai@comercio.mineco.es, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, censha@cervantes.es, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
shanghai, infosha.espcn@vfshelpline.com, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
nicosia, info.sha@blshelpline.com, http://www.exteriores.gob.es/Consulados/shanghai/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
nicosia, Emb.Nicosia@maec.es, http://www.exteriores.gob.es/Embajadas/nicosia/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
nicosia, Emb.Nicosia@maec.es, http://www.exteriores.gob.es/Embajadas/nicosia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, atenas@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/nicosia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, emb.bogota@maec.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
bogota, emb.bogota@maec.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
bogota, bogota@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
bogota, general@aecid.org.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, agregaduria.co@educacion.gob.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, info@aecidcf.org.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, cog.bogota@maec.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, claudia.bustos@camacoes.com.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, beneficenciacali@yahoo.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, gestorasa@cable.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, conchipi@hotmail.com, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, comcatcol@hotmail.com, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, filella@cable.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, reyescatolicos.co@mecd.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, camacoes@cable.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, asociacionlaetitia@camacoes.com.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, liceocervantez@dinanet.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, jaleunda@encali.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, amozo@emcali.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, fundhispano@emcali.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, psoecol@yahoo.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, pgomezb@cable.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, ileunda@telesat.com.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, pladesan@latinmail.com, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, andaluaciaenbucaramanga@andaluciajunta.es, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, carlosblanco30@hotmail.com, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bogota, centrovascocolombia@cable.net.co, http://www.exteriores.gob.es/Embajadas/bogota/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
seul, cog.bogota@maec.es, http://www.exteriores.gob.es/Consulados/bogota/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
seul, emb.seul@maec.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
seul, seul@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
seul, agredseu@oc.mde.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
seul, emb.seul@maec.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
seul, agredseu@oc.mde.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abidjan, seul@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/seul/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abidjan, emb.abidjan@maec.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
abidjan, emb.abidjan.nac@maec.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
abidjan, emb.abidjan.vis@maec.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
abidjan, info.abj@blshelpline.com, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abidjan, emb.abidjan@maec.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abidjan, emb.abidjan@maec.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
abidjan, abidjan@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
sanjosedecostarica, agregaduria.ghana@interior.es, http://www.exteriores.gob.es/Embajadas/abidjan/es/Embajada/Paginas/Directorio.aspx, True, False, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,
sanjosedecostarica, emb.sanjose.rgc@maec.esPasaportes,%20Registro%20de%20Matr%C3%ADcula%20Consular%20y%20asuntos%20que%20afecten%20a%20ciudadanos%20espa%C3%B1oles%20(por%20ejemplo,%20elecciones),%20escriba%20un%20email%20a,%20escriba%20un%20email%20a%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%20emb.sanjose.vis@maec.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False
sanjosedecostarica, emb.sanjose.pas@maec.es%C2%A0Visados,%20notar%C3%ADas%20(poderes,%20actas,%20testamentos),,,,
sanjosedecostarica, emb.sanjose.vis@maec.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sanjosedecostarica, emb.sanjose.vis@maec.esPara, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sanjosedecostarica, emb.sanjose.edu@maec.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sanjosedecostarica, emb.sanjose@maec.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sanjosedecostarica, emb.sanjose@maec.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, cultural@ccecr.org, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, sanjose@mapa.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, camacoes@camacoes.cr, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, costarica@mitramiss.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, otc.costarica@aecid.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, info@asociacionespanola.cr.com, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, crecostarica@hotmail.com, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, gerencia@clubcampestreespanol.com, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, panama@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, mexico@tourspain.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, consejeria.mx@mecd.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sanjosedecostarica, informacion.mx@mecd.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
zagreb, consejeria.elsalvador@interior.es, http://www.exteriores.gob.es/Embajadas/sanjosedecostarica/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
zagreb, emb.zagreb@maec.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
zagreb, emb.zagreb@maec.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
zagreb, emb.zagreb@maec.es , http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
zagreb, zagreb@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
zagreb, aula.zagreb@cervantes.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
zagreb, ch.dubrovnik@maec.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
zagreb, ch.split@maec.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
zagreb, agredate@oc.mde.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
zagreb, milan@tourspain.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, consejeria.italia@interior.es, http://www.exteriores.gob.es/Embajadas/zagreb/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, wemb.lahabana@maec.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
lahabana, emb.lahabana@maec.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
lahabana, cog.lahabana@maec.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
lahabana, agredhab@mde.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, consejeria.cultural@cce.co.cu, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, ccecuba@cce.co.cu, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, lahabana@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, cog.lahabana@maec.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, cuba@mitramiss.es, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lahabana, otc.cuba@aecid.co.cu, http://www.exteriores.gob.es/Embajadas/lahabana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
copenhague, cog.lahabana.emerge@maec.es, http://www.exteriores.gob.es/Consulados/lahabana/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
copenhague, emb.copenhague.info@maec.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
copenhague, emb.copenhague@maec.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
copenhague, emb.copenhague@maec.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
copenhague, emb.copenhague.info@maec.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
copenhague, emb.copenhague.ofc@maec.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
copenhague, dinamarca@mites.gob.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
copenhague, copenhague@tourspain.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
copenhague, copenhague@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
copenhague, consejeria.de@educacion.es, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
quito, odense@viceconsul.dk, http://www.exteriores.gob.es/Embajadas/copenhague/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
quito, rebeca.roca@maec.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
quito, emb.quito@maec.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
quito, emb.quito@maec.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
quito, ecuador@mitramiss.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
quito, quito@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
quito, otc.ecuador@aecid.es, http://www.exteriores.gob.es/Embajadas/quito/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
quito, cog.quito.nac@maec.es, http://www.exteriores.gob.es/Consulados/quito/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
quito, cog.quito.rcg@maec.es, http://www.exteriores.gob.es/Consulados/quito/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
elcairo, cog.quito.vis@maec.es, http://www.exteriores.gob.es/Consulados/quito/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
elcairo, emb.elcairo.vis@maec.es, http://www.exteriores.gob.es/Embajadas/elcairo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
elcairo, emb.elcairo.sc@maec.es, http://www.exteriores.gob.es/Embajadas/elcairo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
elcairo, emb.elcairo@maec.es, http://www.exteriores.gob.es/Embajadas/elcairo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
sansalvador, cog.alejandria@maec.es, http://www.exteriores.gob.es/Embajadas/elcairo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sansalvador, emb.sansalvador@maec.es, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
sansalvador, emb.sansalvador.info@maec.es, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
sansalvador, consejeria.elsalvador@interior.es, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sansalvador, sansalvador@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sansalvador, otc@aecid.org.sv, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sansalvador, otc.elsalvador@aecid.es, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abudhabi, recepcionccesv@gmail.com, http://www.exteriores.gob.es/Embajadas/sansalvador/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abudhabi, info.uae@blshelpline.com, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, emb.abudhabi@maec.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, emb.abudhabi.nac@maec.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, emb.abudhabi.leg@maec.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, emb.abudhabi.not@maec.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, emb.abudhabi.vis@maec.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
abudhabi, agredabu@mde.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abudhabi, agragaduria.eau@interior.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
abudhabi, abudhabi@tourspain.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, dubai@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/abudhabi/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, emb.liubliana@maec.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
liubliana, emb.liubliana@maec.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
liubliana, agredroma@oc.mde.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, viena@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, viena@tourspain.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, agregaduria.rumania@interior.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
liubliana, cultvie@cervantes.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
boston, info.liubliana@cervantes.es, http://www.exteriores.gob.es/Embajadas/liubliana/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
houston, cog.boston@maec.es, http://www.exteriores.gob.es/Consulados/boston/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.houston@maec.es, http://www.exteriores.gob.es/Consulados/houston/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.losangeles.vis@maec.es, http://www.exteriores.gob.es/Consulados/losangeles/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.losangeles.pas@maec.es, http://www.exteriores.gob.es/Consulados/losangeles/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.losangeles.rgc@maec.es, http://www.exteriores.gob.es/Consulados/losangeles/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.losangeles.cen@maec.es, http://www.exteriores.gob.es/Consulados/losangeles/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
losangeles, cog.losangeles@maec.es, http://www.exteriores.gob.es/Consulados/losangeles/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
